track_name,artist_name,genres,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo
In the End,Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",0.556,0.864,-5.87,0.0584,0.00958,0.0,0.4,105.143
Still Counting,Volbeat,"['danish metal', 'danish rock']",0.309,0.919,-3.131,0.0609,0.00039,0.000225,0.322,103.89
Stricken,Disturbed,"['alternative metal', 'nu metal', 'rap metal', 'rock']",0.402,0.969,-2.825,0.181,9.14e-05,0.0325,0.262,173.847
Afterlife,Avenged Sevenfold,"['alternative metal', 'nu metal']",0.487,0.949,-4.217,0.0798,0.000429,2.91e-05,0.406,110.02
Runnin' Wild,Airbourne,['hard rock'],0.47,0.947,-4.122,0.0929,0.000141,0.29,0.394,162.052
Aerials,System Of A Down,"['alternative metal', 'nu metal', 'rap metal', 'rock']",0.364,0.922,-4.217,0.0567,0.000915,0.0346,0.227,79.342
Psychosocial,Slipknot,"['alternative metal', 'nu metal', 'rap metal', 'rock']",0.568,0.981,-3.889,0.0887,0.00269,0.00275,0.307,135.146
Schism,TOOL,"['alternative metal', 'art rock', 'nu metal', 'progressive metal', 'progressive rock', 'rock']",0.567,0.714,-8.512,0.0302,0.0012,0.417,0.191,107.441
My Curse,Killswitch Engage,"['alternative metal', 'boston metal', 'melodic metalcore', 'metalcore', 'nu metal', 'post-grunge']",0.197,0.956,-2.908,0.0663,7.61e-05,0.00992,0.209,177.018
Bad Company,Five Finger Death Punch,"['alternative metal', 'groove metal', 'nu metal']",0.558,0.886,-4.196,0.0482,0.000595,9.91e-05,0.171,114.041
What I've Done,Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",0.623,0.93,-5.285,0.0324,0.0141,1.64e-06,0.287,120.119
B.Y.O.B.,System Of A Down,"['alternative metal', 'nu metal', 'rap metal', 'rock']",0.538,0.981,-2.688,0.14,0.00662,0.0,0.711,101.414
Bat Country,Avenged Sevenfold,"['alternative metal', 'nu metal']",0.541,0.968,-4.129,0.0396,0.000248,8.28e-06,0.505,125.04
My Generation,Limp Bizkit,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",0.458,0.978,-2.389,0.191,0.00231,2.12e-06,0.342,104.012
Break,Three Days Grace,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'rock']",0.578,0.897,-3.906,0.0357,0.000666,0.0,0.737,115.491
Crazy Bitch,Buckcherry,"['alternative metal', 'glam metal', 'hard rock', 'nu metal', 'post-grunge', 'sleaze rock']",0.661,0.978,-3.064,0.107,0.0247,0.0,0.592,98.019
People = Shit,Slipknot,"['alternative metal', 'nu metal', 'rap metal', 'rock']",0.462,0.996,-2.973,0.231,5.8e-05,0.00377,0.145,122.072
The Pot,TOOL,"['alternative metal', 'art rock', 'nu metal', 'progressive metal', 'progressive rock', 'rock']",0.469,0.79,-6.889,0.0391,0.000148,0.372,0.466,107.45
Faint,Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",0.554,0.978,-3.554,0.131,0.111,0.0,0.594,135.095
Boom,P.O.D.,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rap rock']",0.559,0.931,-5.863,0.0721,0.00318,1.24e-05,0.644,90.911
Unholy Confessions,Avenged Sevenfold,"['alternative metal', 'nu metal']",0.447,0.876,-5.446,0.066,0.000359,0.00103,0.532,92.535
I Don't Wanna Stop,Ozzy Osbourne,"['album rock', 'alternative metal', 'birmingham metal', 'classic rock', 'glam metal', 'hard rock', 'metal', 'nu metal', 'rock']",0.578,0.937,-3.926,0.0724,0.000963,2.25e-06,0.769,137.937
Die MF Die,Dope,"['alternative metal', 'industrial metal', 'nu metal']",0.657,0.96,-3.524,0.07,0.00169,0.000997,0.567,126.02
One Step Closer,Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",0.492,0.969,-4.419,0.0491,0.0014,1.32e-06,0.538,95.136
Awake,Godsmack,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",0.395,0.756,-4.12,0.0544,1.74e-05,0.00665,0.475,112.092
Laid to Rest,Lamb of God,"['alternative metal', 'groove metal', 'hard rock', 'melodic metalcore', 'metal', 'nu metal', 'virginia metal']",0.366,0.956,-3.725,0.108,0.000293,0.00447,0.159,104.016
I Don't Wanna Be Me,Type O Negative,"['alternative metal', 'gothic metal', 'industrial metal', 'industrial rock', 'metal', 'nu metal']",0.474,0.977,-8.651,0.15,0.024,0.604,0.0449,100.557
Y'all Want a Single,Korn,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",0.758,0.8,-3.651,0.0718,0.00834,0.0,0.767,118.022
Passenger,Deftones,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",0.345,0.797,-6.152,0.0551,0.00188,0.0668,0.223,117.987
The Heretic Anthem,Slipknot,"['alternative metal', 'nu metal', 'rap metal', 'rock']",0.451,0.993,-4.143,0.185,0.000562,0.00479,0.14,100.827
Guitar Gangsters & Cadillac Blood,Volbeat,"['danish metal', 'danish rock']",0.291,0.974,-2.834,0.199,0.000275,0.000505,0.32,76.902
Holy Diver,Killswitch Engage,"['alternative metal', 'boston metal', 'melodic metalcore', 'metalcore', 'nu metal', 'post-grunge']",0.369,0.995,-2.584,0.12,7.6e-05,0.00589,0.27,185.985
Only for the Weak,In Flames,"['alternative metal', 'gothenburg metal', 'melodic death metal', 'melodic metalcore', 'metal', 'nu metal', 'swedish alternative rock', 'swedish death metal', 'swedish melodeath', 'swedish metal']",0.418,0.835,-4.824,0.0449,2.33e-06,0.766,0.549,104.986
Redneck,Lamb of God,"['alternative metal', 'groove metal', 'hard rock', 'melodic metalcore', 'metal', 'nu metal', 'virginia metal']",0.512,0.996,-2.1,0.114,5.63e-05,0.000167,0.0601,130.931
Vicarious,TOOL,"['alternative metal', 'art rock', 'nu metal', 'progressive metal', 'progressive rock', 'rock']",0.506,0.877,-5.73,0.032,5.16e-05,0.776,0.302,114.589
The Hand That Feeds,Nine Inch Nails,"['alternative metal', 'alternative rock', 'cyberpunk', 'electronic rock', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rock']",0.587,0.99,-4.496,0.0783,0.0172,0.000668,0.486,127.992
Primo Victoria,Sabaton,"['power metal', 'swedish metal', 'swedish power metal']",0.436,0.748,-6.349,0.031,0.000676,3.01e-06,0.589,62.11
I Don't Care,Apocalyptica,"['bow pop', 'cello', 'finnish metal']",0.274,0.792,-4.388,0.0413,0.00833,0.0,0.092,179.067
The Only,Static-X,"['alternative metal', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rap metal']",0.428,0.979,-2.929,0.225,7.04e-05,0.0,0.292,104.84
Feel So Numb,Rob Zombie,"['alternative metal', 'hard rock', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rock']",0.566,0.889,-5.22,0.0426,4.3e-05,0.00907,0.141,127.045
Dig,Mudvayne,"['alternative metal', 'industrial metal', 'nu metal', 'rap metal']",0.623,0.983,-3.548,0.151,9.62e-05,0.0617,0.271,134.975
Hearts on Fire,HammerFall,"['gothenburg metal', 'metal', 'power metal', 'speed metal', 'swedish power metal', 'symphonic metal']",0.577,0.901,-5.981,0.0492,0.000431,3.59e-06,0.337,90.997
Blood and Thunder,Mastodon,"['alternative metal', 'atlanta metal', 'metal', 'nu metal', 'progressive groove metal', 'progressive sludge', 'sludge metal', 'stoner metal', 'stoner rock']",0.364,0.935,-6.548,0.0724,8.58e-06,0.729,0.478,92.717
Minerva,Deftones,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",0.349,0.934,-5.518,0.0644,0.000152,0.623,0.0788,124.055
"Too Much, Too Young, Too Fast",Airbourne,['hard rock'],0.588,0.873,-4.011,0.0518,0.00122,0.00122,0.398,114.03
Ghost Division,Sabaton,"['power metal', 'swedish metal', 'swedish power metal']",0.343,0.945,-3.259,0.0555,0.000101,9.62e-06,0.539,176.135
Nemo,Nightwish,"['fantasy metal', 'finnish metal', 'finnish power metal', 'gothic metal', 'gothic symphonic metal', 'opera metal', 'power metal', 'symphonic metal']",0.494,0.735,-6.326,0.0348,0.000185,8.38e-05,0.359,125.042
Twilight Of The Thunder God,Amon Amarth,"['groove metal', 'melodic death metal', 'metal', 'power metal', 'speed metal', 'swedish death metal', 'swedish melodeath', 'swedish metal', 'tolkien metal', 'viking metal']",0.374,0.92,-4.653,0.0501,1.62e-05,0.026,0.278,191.014
Through the Fire and Flames,DragonForce,"['british power metal', 'fantasy metal', 'metal', 'power metal', 'speed metal']",0.113,0.951,-4.743,0.129,0.00176,0.00718,0.139,200.024
Right Now,Korn,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",0.564,0.932,-3.6,0.109,0.000705,0.000376,0.388,102.953
Stillborn,Black Label Society,"['alternative metal', 'groove metal', 'hard rock', 'metal', 'nu metal']",0.585,0.881,-4.719,0.0366,2.27e-05,0.000939,0.425,107.028
Nobody,Skindred,"['alternative metal', 'nu metal', 'rap metal', 'reggae fusion', 'welsh metal', 'welsh rock']",0.627,0.91,-4.629,0.052,0.018,0.0,0.751,97.867
The End of Heartache,Killswitch Engage,"['alternative metal', 'boston metal', 'melodic metalcore', 'metalcore', 'nu metal', 'post-grunge']",0.469,0.976,-3.569,0.111,0.000287,0.217,0.222,124.001
Lateralus,TOOL,"['alternative metal', 'art rock', 'nu metal', 'progressive metal', 'progressive rock', 'rock']",0.387,0.677,-8.399,0.084,0.00108,0.871,0.371,172.812
Carrion,Parkway Drive,"['alternative metal', 'australian metalcore', 'melodic metalcore', 'metalcore', 'nu metal']",0.228,0.969,-4.07,0.1,0.000275,0.0,0.428,155.212
Eat You Alive,Limp Bizkit,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",0.328,0.868,-4.717,0.0718,0.000769,0.000584,0.181,135.582
Bleed,Meshuggah,"['alternative metal', 'djent', 'groove metal', 'metal', 'nu metal', 'progressive groove metal', 'swedish metal', 'technical groove metal', 'technical thrash']",0.242,0.998,-5.64,0.0894,8.12e-06,0.88,0.18,114.642
Sad Man's Tongue,Volbeat,"['danish metal', 'danish rock']",0.434,0.959,-4.375,0.0429,3.56e-05,0.000941,0.566,109.938
Amerika,Rammstein,"['german metal', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']",0.608,0.885,-4.296,0.0963,0.00258,1.33e-05,0.518,125.023
Sun Doesn't Rise,Mushroomhead,"['alternative metal', 'cleveland metal', 'industrial metal', 'nu metal', 'rap metal']",0.376,0.988,-2.375,0.216,8.82e-05,6.36e-05,0.507,192.153
Are You Dead Yet?,Children Of Bodom,"['alternative metal', 'finnish death metal', 'finnish melodeath', 'groove metal', 'melodic death metal', 'metal', 'nu metal', 'power metal', 'speed metal']",0.466,0.967,-3.001,0.0515,6.21e-06,0.198,0.294,95.998
Omerta,Lamb of God,"['alternative metal', 'groove metal', 'hard rock', 'melodic metalcore', 'metal', 'nu metal', 'virginia metal']",0.413,0.982,-4.079,0.201,0.00242,0.00112,0.155,118.504
Revolution Is My Name,Pantera,"['alternative metal', 'groove metal', 'hard rock', 'metal', 'nu metal', 'old school thrash', 'rock', 'texas metal']",0.243,0.988,-3.485,0.197,6.17e-05,0.12,0.277,89.905
The Phantom Of The Opera,Nightwish,"['fantasy metal', 'finnish metal', 'finnish power metal', 'gothic metal', 'gothic symphonic metal', 'opera metal', 'power metal', 'symphonic metal']",0.428,0.835,-7.7,0.0508,6.93e-06,0.0309,0.305,131.892
Jumpdafuckup,Soulfly,"['alternative metal', 'groove metal', 'industrial metal', 'metal', 'nu metal', 'rap metal']",0.598,0.954,-4.86,0.0801,0.00951,2.86e-05,0.235,100.98
I Only Wanna Be With You,Volbeat,"['danish metal', 'danish rock']",0.429,0.991,-4.824,0.0871,6.29e-06,0.0137,0.602,137.951
Guardians Of Asgaard,Amon Amarth,"['groove metal', 'melodic death metal', 'metal', 'power metal', 'speed metal', 'swedish death metal', 'swedish melodeath', 'swedish metal', 'tolkien metal', 'viking metal']",0.529,0.953,-4.562,0.0594,0.000129,0.000487,0.279,134.968
Murmaider,Metalocalypse: Dethklok,['comic metal'],0.407,0.863,-7.968,0.0704,0.000643,0.591,0.519,113.98
Linchpin,Fear Factory,"['alternative metal', 'groove metal', 'industrial metal', 'metal', 'nu metal', 'rap metal']",0.693,0.871,-3.389,0.0844,0.00358,2.01e-05,0.533,111.989
Wait,Earshot,"['alternative metal', 'industrial metal', 'nu metal']",0.502,0.934,-3.899,0.0553,8.38e-06,0.164,0.477,102.121
Nemesis,Arch Enemy,"['alternative metal', 'death metal', 'melodic death metal', 'metal', 'nu metal', 'power metal', 'speed metal', 'swedish death metal', 'swedish melodeath', 'swedish metal', 'symphonic metal']",0.246,0.954,-3.811,0.0975,5.79e-05,0.291,0.164,97.553
Rasputin,Turisas,"['folk metal', 'nordic folk metal', 'power metal', 'slavic folk metal', 'symphonic metal', 'viking metal']",0.262,0.928,-2.795,0.0894,8.08e-05,4.76e-05,0.533,161.925
The Pursuit Of Vikings,Amon Amarth,"['groove metal', 'melodic death metal', 'metal', 'power metal', 'speed metal', 'swedish death metal', 'swedish melodeath', 'swedish metal', 'tolkien metal', 'viking metal']",0.506,0.967,-2.973,0.0451,6.59e-05,0.41,0.488,129.704
I Will Be Heard,Hatebreed,"['alternative metal', 'connecticut hardcore', 'hardcore', 'industrial metal', 'melodic metalcore', 'metalcore', 'nu metal']",0.585,0.907,-4.787,0.102,7.21e-05,0.0,0.573,92.634
Angels,Within Temptation,"['dutch metal', 'gothic metal', 'gothic symphonic metal', 'symphonic metal']",0.341,0.867,-4.727,0.0492,0.293,0.0,0.2,182.032
Enjoy the Silence - cover version,Lacuna Coil,"['alternative metal', 'gothic metal', 'gothic symphonic metal', 'industrial metal', 'italian gothic', 'italian gothic metal', 'italian metal', 'nu metal', 'symphonic metal']",0.503,0.667,-6.831,0.0285,0.000984,0.027,0.101,113.018
Move,Thousand Foot Krutch,"['alternative metal', 'canadian ccm', 'canadian metal', 'canadian rock', 'christian alternative rock', 'christian rock', 'rap metal']",0.531,0.836,-5.204,0.101,0.00109,0.0,0.637,169.171
The Day That Never Comes,Metallica,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",0.334,0.986,-1.046,0.0576,0.000114,0.0353,0.48,124.668
Nothing Left,As I Lay Dying,"['alternative metal', 'christian metal', 'melodic metalcore', 'metalcore', 'nu metal']",0.388,0.979,-4.389,0.176,6.34e-05,0.0567,0.0547,183.905
Panic Attack,Dream Theater,"['hard rock', 'metal', 'progressive metal']",0.494,0.96,-5.478,0.126,3.93e-05,0.00519,0.127,125.969
Hole in the Earth,Deftones,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",0.139,0.937,-3.944,0.206,5.39e-05,0.0572,0.304,205.784
Destroy Everything,Hatebreed,"['alternative metal', 'connecticut hardcore', 'hardcore', 'industrial metal', 'melodic metalcore', 'metalcore', 'nu metal']",0.666,0.942,-3.356,0.0591,0.00253,0.0,0.581,110.019
Inis Mona,Eluveitie,"['bow pop', 'celtic metal', 'folk metal', 'gothic metal', 'gothic symphonic metal', 'hurdy-gurdy', 'melodic death metal', 'power metal', 'swiss metal', 'symphonic metal']",0.43,0.991,-2.837,0.0916,0.000343,0.00249,0.276,107.031
The art of dying,Gojira,"['alternative metal', 'french death metal', 'french metal', 'groove metal', 'metal', 'nu metal', 'progressive groove metal']",0.493,0.83,-5.983,0.105,0.000308,0.543,0.114,137.967
Right Side Of The Bed,Atreyu,"['alternative metal', 'melodic metalcore', 'metalcore', 'nu metal', 'pop punk', 'post-grunge', 'screamo']",0.253,0.924,-4.83,0.162,0.00179,0.00856,0.72,171.971
Ich tu dir weh,Rammstein,"['german metal', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']",0.295,0.878,-5.034,0.0541,0.00112,0.191,0.295,165.083
In the Name of Tragedy,Motörhead,"['alternative metal', 'hard rock', 'metal', 'nu metal', 'rock', 'speed metal']",0.449,0.994,-4.836,0.0824,0.000106,2.13e-06,0.447,149.91
